,structure_id,model,loop_len,rmsd
2073,8UFY,rosetta,5.0,0.759
2074,8UFY,alpha,6.0,0.487
2075,8UFY,rosetta,6.0,0.776
2076,8UFY,alpha,4.0,0.518
2077,8UFY,rosetta,4.0,0.474
2078,8UFY,alpha,1.0,0.401
2079,8UFY,rosetta,1.0,0.623
2080,8UFY,alpha,3.0,0.613
2081,8UFY,rosetta,3.0,0.833
2082,8UFY,alpha,3.0,0.729
2083,8UFY,rosetta,3.0,0.864
2084,8UFY,alpha,7.0,1.348
2085,8UFY,rosetta,7.0,1.957
2086,8Q23,alpha,6.0,1.295
2087,8Q23,rosetta,6.0,2.164
2088,8Q23,alpha,6.0,0.57
2089,8Q23,rosetta,6.0,1.697
2090,8Q23,alpha,8.0,0.57
2091,8Q23,rosetta,8.0,1.254
2092,8Q23,alpha,3.0,0.614
2093,8Q23,rosetta,3.0,1.162
2094,8Q23,alpha,3.0,0.37
2095,8Q23,rosetta,3.0,1.679
2096,8Q23,alpha,6.0,0.521
2097,8Q23,rosetta,6.0,1.306
2098,8Q23,alpha,2.0,0.497
2099,8Q23,rosetta,2.0,1.378
2100,8Q23,alpha,5.0,0.458
2101,8Q23,rosetta,5.0,0.995
2102,8Q23,alpha,2.0,0.444
2103,8Q23,rosetta,2.0,1.059
2104,8Q23,alpha,5.0,0.649
2105,8Q23,rosetta,5.0,0.704
2106,8Q23,alpha,3.0,0.548
2107,8Q23,rosetta,3.0,0.56
2108,8Q23,alpha,6.0,0.311
2109,8Q23,rosetta,6.0,0.791
2110,8Q23,alpha,5.0,0.356
2111,8Q23,rosetta,5.0,1.268
2112,8Q23,alpha,2.0,0.267
2113,8Q23,rosetta,2.0,0.818
2114,8Q23,alpha,1.0,0.302
2115,8Q23,rosetta,1.0,1.286
2116,8Q23,alpha,4.0,0.626
2117,8Q23,rosetta,4.0,1.288
2118,8Q23,alpha,6.0,0.346
2119,8Q23,rosetta,6.0,0.851
2120,8Q23,alpha,8.0,0.441
2121,8Q23,rosetta,8.0,1.022
2122,8Q23,alpha,2.0,0.356
2123,8Q23,rosetta,2.0,0.451
2124,8Q23,alpha,11.0,0.716
2125,8Q23,rosetta,11.0,0.817
2126,8Q23,alpha,10.0,0.463
2127,8Q23,rosetta,10.0,1.01
2128,8Q23,alpha,2.0,0.217
2129,8Q23,rosetta,2.0,0.8
2130,8Q23,alpha,4.0,0.35
2131,8Q23,rosetta,4.0,0.967
2132,8Q23,alpha,3.0,0.367
2133,8Q23,rosetta,3.0,0.454
2134,8Q23,alpha,2.0,0.288
2135,8Q23,rosetta,2.0,0.579
2136,8Q23,alpha,3.0,0.465
2137,8Q23,rosetta,3.0,0.914
2138,8Q23,alpha,5.0,0.43
2139,8Q23,rosetta,5.0,0.892
2140,8Q23,alpha,2.0,0.346
2141,8Q23,rosetta,2.0,0.707
2142,8Q23,alpha,7.0,0.568
2143,8Q23,rosetta,7.0,1.159
2144,8Q23,alpha,1.0,0.425
2145,8Q23,rosetta,1.0,0.599
2146,8Q23,alpha,3.0,0.366
2147,8Q23,rosetta,3.0,0.733
2148,8Q23,alpha,5.0,0.466
2149,8Q23,rosetta,5.0,0.864
2150,8Q23,alpha,4.0,0.277
2151,8Q23,rosetta,4.0,0.49
2152,8Q23,alpha,5.0,0.343
2153,8Q23,rosetta,5.0,0.98
2154,8Q23,alpha,5.0,0.306
2155,8Q23,rosetta,5.0,0.687
2156,8Q23,alpha,2.0,0.419
2157,8Q23,rosetta,2.0,1.208
2158,8Q23,alpha,5.0,0.289
2159,8Q23,rosetta,5.0,0.96
2160,8Q23,alpha,5.0,0.465
2161,8Q23,rosetta,5.0,0.953
2162,8KDK,alpha,4.0,0.899
2163,8KDK,rosetta,4.0,6.725
2164,8KDK,alpha,9.0,1.41
2165,8KDK,rosetta,9.0,3.189
2166,8KDK,alpha,2.0,1.478
2167,8KDK,rosetta,2.0,1.245
2168,8KDK,alpha,5.0,1.207
2169,8KDK,rosetta,5.0,1.985
2170,8KDK,alpha,11.0,0.835
2171,8KDK,rosetta,11.0,1.569
2172,8KDK,alpha,16.0,1.233
2173,8KDK,rosetta,16.0,1.099
2174,8KDK,alpha,9.0,1.077
2175,8KDK,rosetta,9.0,1.315
2176,8KDK,alpha,3.0,0.819
2177,8KDK,rosetta,3.0,1.723
2178,8KDK,alpha,5.0,0.854
2179,8KDK,rosetta,5.0,1.952
2180,8KDK,alpha,4.0,0.546
2181,8KDK,rosetta,4.0,1.793
2182,8KDK,alpha,1.0,0.775
2183,8KDK,rosetta,1.0,1.981
2184,8KDK,alpha,10.0,0.613
2185,8KDK,rosetta,10.0,1.184
2186,8KDK,alpha,3.0,0.884
2187,8KDK,rosetta,3.0,1.841
2188,8KDK,alpha,2.0,0.43
2189,8KDK,rosetta,2.0,1.145
2190,8KDK,alpha,6.0,0.501
2191,8KDK,rosetta,6.0,1.202
2192,8KDK,alpha,2.0,0.53
2193,8KDK,rosetta,2.0,0.781
2194,8KDK,alpha,2.0,0.27
2195,8KDK,rosetta,2.0,1.619
2196,8KDK,alpha,3.0,0.611
2197,8KDK,rosetta,3.0,1.268
2198,8KDK,alpha,1.0,0.81
2199,8KDK,rosetta,1.0,1.211
2200,8KDK,alpha,7.0,0.82
2201,8KDK,rosetta,7.0,1.221
2202,8KDK,alpha,6.0,0.721
2203,8KDK,rosetta,6.0,1.424
2204,8KDK,alpha,7.0,0.851
2205,8KDK,rosetta,7.0,1.309
2206,8KDK,alpha,2.0,0.647
2207,8KDK,rosetta,2.0,1.485
2208,8KDK,alpha,1.0,0.498
2209,8KDK,rosetta,1.0,1.291
2210,8KDK,alpha,5.0,1.407
2211,8KDK,rosetta,5.0,1.635
2212,8KDK,alpha,2.0,0.473
2213,8KDK,rosetta,2.0,0.625
2214,8KDK,alpha,4.0,0.621
2215,8KDK,rosetta,4.0,0.838
2216,8KDK,alpha,6.0,0.478
2217,8KDK,rosetta,6.0,1.545
2218,8KDK,alpha,4.0,0.798
2219,8KDK,rosetta,4.0,1.034
2220,8KDK,alpha,1.0,0.696
2221,8KDK,rosetta,1.0,1.506
2222,8KDK,alpha,1.0,0.528
2223,8KDK,rosetta,1.0,1.328
2224,8KDK,alpha,8.0,0.639
2225,8KDK,rosetta,8.0,1.722
2226,8KDK,alpha,4.0,0.392
2227,8KDK,rosetta,4.0,1.868
2228,8KDK,alpha,3.0,0.962
2229,8KDK,rosetta,3.0,2.649
2230,8KDK,alpha,4.0,1.09
2231,8KDK,rosetta,4.0,1.986
2232,9FEK,alpha,1.0,2.464
2233,9FEK,rosetta,1.0,1.57
2234,9FEK,alpha,13.0,1.918
2235,9FEK,rosetta,13.0,3.213
2236,9FEK,alpha,4.0,0.663
2237,9FEK,rosetta,4.0,1.503
2238,9FEK,alpha,1.0,0.662
2239,9FEK,rosetta,1.0,2.683
2240,9FEK,alpha,8.0,0.788
2241,9FEK,rosetta,8.0,3.148
2242,9FEK,alpha,1.0,0.737
2243,9FEK,rosetta,1.0,3.754
2244,9FEK,alpha,13.0,0.66
2245,9FEK,rosetta,13.0,1.932
2246,9FEK,alpha,3.0,0.818
2247,9FEK,rosetta,3.0,1.025
2248,9FEK,alpha,2.0,0.715
2249,9FEK,rosetta,2.0,0.619
2250,9FEK,alpha,11.0,0.662
2251,9FEK,rosetta,11.0,0.836
2252,9FEK,alpha,5.0,0.643
2253,9FEK,rosetta,5.0,0.845
2254,9FEK,alpha,4.0,0.66
2255,9FEK,rosetta,4.0,1.003
2256,9FEK,alpha,2.0,0.739
2257,9FEK,rosetta,2.0,0.687
2258,9FEK,alpha,5.0,0.741
2259,9FEK,rosetta,5.0,0.669
2260,9FEK,alpha,3.0,0.676
2261,9FEK,rosetta,3.0,1.255
2262,9FEK,alpha,4.0,0.692
2263,9FEK,rosetta,4.0,0.904
2264,9FEK,alpha,7.0,0.434
2265,9FEK,rosetta,7.0,1.475
2266,9FEK,alpha,9.0,0.685
2267,9FEK,rosetta,9.0,0.794
2268,9FEK,alpha,2.0,0.839
2269,9FEK,rosetta,2.0,1.236
2270,9FEK,alpha,5.0,0.767
2271,9FEK,rosetta,5.0,0.801
2272,9FEK,alpha,7.0,0.525
2273,9FEK,rosetta,7.0,1.376
2274,9FEK,alpha,8.0,0.838
2275,9FEK,rosetta,8.0,1.428
2276,9FEK,alpha,2.0,0.813
2277,9FEK,rosetta,2.0,1.059
2278,9FEK,alpha,1.0,0.86
2279,9FEK,rosetta,1.0,0.755
2280,9FEK,alpha,1.0,0.955
2281,9FEK,rosetta,1.0,1.023
2282,9FEK,alpha,5.0,0.945
2283,9FEK,rosetta,5.0,1.182
2284,9FEK,alpha,1.0,0.58
2285,9FEK,rosetta,1.0,1.08
2286,9FEK,alpha,3.0,0.527
2287,9FEK,rosetta,3.0,1.281
2288,9FEK,alpha,7.0,0.783
2289,9FEK,rosetta,7.0,0.918
2290,9FEK,alpha,1.0,0.768
2291,9FEK,rosetta,1.0,0.948
2292,9FEK,alpha,4.0,0.745
2293,9FEK,rosetta,4.0,0.633
2294,9FEK,alpha,1.0,0.426
2295,9FEK,rosetta,1.0,0.807
2296,9FEK,alpha,1.0,0.468
2297,9FEK,rosetta,1.0,0.711
2298,9FEK,alpha,4.0,0.3
2299,9FEK,rosetta,4.0,1.157
2300,9FEK,alpha,5.0,0.954
2301,9FEK,rosetta,5.0,0.851
2302,8KCJ,alpha,1.0,1.182
2303,8KCJ,rosetta,1.0,1.473
2304,8KCJ,alpha,3.0,0.62
2305,8KCJ,rosetta,3.0,1.475
2306,8KCJ,alpha,3.0,1.145
2307,8KCJ,rosetta,3.0,1.373
2308,8KCJ,alpha,2.0,0.691
2309,8KCJ,rosetta,2.0,1.809
2310,8KCJ,alpha,2.0,1.238
2311,8KCJ,rosetta,2.0,0.975
2312,8KCJ,alpha,2.0,1.016
2313,8KCJ,rosetta,2.0,1.828
2314,8KCJ,alpha,4.0,1.012
2315,8KCJ,rosetta,4.0,2.157
2316,8KCJ,alpha,1.0,0.63
2317,8KCJ,rosetta,1.0,1.777
2318,8KCJ,alpha,5.0,1.207
2319,8KCJ,rosetta,5.0,1.436
2320,8KCJ,alpha,4.0,0.698
2321,8KCJ,rosetta,4.0,1.376
2322,8KCJ,alpha,2.0,1.112
2323,8KCJ,rosetta,2.0,1.472
2324,8KCJ,alpha,3.0,0.91
2325,8KCJ,rosetta,3.0,6.135
2326,8KCJ,alpha,8.0,2.784
2327,8KCJ,rosetta,8.0,6.322
2328,8QXZ,alpha,4.0,1.015
2329,8QXZ,rosetta,4.0,2.052
2330,8QXZ,alpha,4.0,0.421
2331,8QXZ,rosetta,4.0,0.97
2332,8QXZ,alpha,4.0,0.435
2333,8QXZ,rosetta,4.0,1.538
2334,8QXZ,alpha,3.0,0.42
2335,8QXZ,rosetta,3.0,0.712
2336,8QXZ,alpha,6.0,0.308
2337,8QXZ,rosetta,6.0,0.826
2338,8QXZ,alpha,3.0,0.561
2339,8QXZ,rosetta,3.0,0.555
2340,8QXZ,alpha,7.0,0.464
2341,8QXZ,rosetta,7.0,0.696
2342,8QXZ,alpha,2.0,0.351
2343,8QXZ,rosetta,2.0,0.842
2344,8QXZ,alpha,2.0,0.834
2345,8QXZ,rosetta,2.0,1.091
2346,8QXZ,alpha,2.0,0.39
2347,8QXZ,rosetta,2.0,0.833
2348,8QXZ,alpha,4.0,0.347
2349,8QXZ,rosetta,4.0,0.984
2350,8QXZ,alpha,7.0,0.414
2351,8QXZ,rosetta,7.0,0.97
2352,8QXZ,alpha,1.0,0.569
2353,8QXZ,rosetta,1.0,1.111
2354,8TLG,alpha,1.0,1.553
2355,8TLG,rosetta,1.0,5.384
2356,8TLG,alpha,2.0,0.948
2357,8TLG,rosetta,2.0,5.224
2358,8TLG,alpha,2.0,0.618
2359,8TLG,rosetta,2.0,4.143
2360,8TLG,alpha,1.0,0.53
2361,8TLG,rosetta,1.0,2.309
2362,8TLG,alpha,3.0,0.791
2363,8TLG,rosetta,3.0,3.021
2364,8TLG,alpha,2.0,0.793
2365,8TLG,rosetta,2.0,2.009
2366,8TLG,alpha,5.0,0.81
2367,8TLG,rosetta,5.0,2.754
2368,8TLG,alpha,6.0,0.487
2369,8TLG,rosetta,6.0,2.172
2370,8TLG,alpha,2.0,0.573
2371,8TLG,rosetta,2.0,3.497
2372,8TLG,alpha,17.0,0.659
2373,8TLG,rosetta,17.0,3.085
2374,8TLG,alpha,3.0,0.599
2375,8TLG,rosetta,3.0,4.099
2376,8TLG,alpha,7.0,0.586
2377,8TLG,rosetta,7.0,3.334
2378,8TLG,alpha,11.0,1.139
2379,8TLG,rosetta,11.0,2.334
2380,9BTS,alpha,1.0,2.037
2381,9BTS,rosetta,1.0,2.347
2382,9BTS,alpha,1.0,0.213
2383,9BTS,rosetta,1.0,0.542
2384,9BTS,alpha,3.0,0.719
2385,9BTS,rosetta,3.0,0.998
2386,9BTS,alpha,1.0,1.11
2387,9BTS,rosetta,1.0,1.417
2388,9EM4,alpha,1.0,0.594
2389,9EM4,rosetta,1.0,1.055
2390,9EM4,alpha,2.0,0.428
2391,9EM4,rosetta,2.0,0.775
2392,9EM4,alpha,2.0,0.838
2393,9EM4,rosetta,2.0,1.249
2394,9EM4,alpha,3.0,0.422
2395,9EM4,rosetta,3.0,0.893
2396,9EM4,alpha,8.0,0.71
2397,9EM4,rosetta,8.0,1.004
2398,9EM4,alpha,3.0,0.521
2399,9EM4,rosetta,3.0,0.782
2400,9EM4,alpha,5.0,0.355
2401,9EM4,rosetta,5.0,0.725
2402,9EM4,alpha,12.0,0.699
2403,9EM4,rosetta,12.0,0.766
2404,9EM4,alpha,3.0,0.346
2405,9EM4,rosetta,3.0,0.574
2406,9EM4,alpha,3.0,0.41
2407,9EM4,rosetta,3.0,0.661
2408,9EM4,alpha,7.0,0.889
2409,9EM4,rosetta,7.0,0.843
2410,9EM4,alpha,1.0,0.863
2411,9EM4,rosetta,1.0,0.619
2412,9EM4,alpha,3.0,0.902
2413,9EM4,rosetta,3.0,0.939
2414,9EM4,alpha,4.0,0.918
2415,9EM4,rosetta,4.0,1.337
2416,9EM4,alpha,5.0,0.955
2417,9EM4,rosetta,5.0,0.914
2418,9EM4,alpha,5.0,0.867
2419,9EM4,rosetta,5.0,1.048
2420,9EM4,alpha,2.0,0.689
2421,9EM4,rosetta,2.0,0.973
2422,9EM4,alpha,3.0,0.382
2423,9EM4,rosetta,3.0,0.759
2424,9EM4,alpha,4.0,0.793
2425,9EM4,rosetta,4.0,1.005
2426,9EM4,alpha,14.0,0.836
2427,9EM4,rosetta,14.0,1.222
2428,9EM4,alpha,1.0,0.778
2429,9EM4,rosetta,1.0,1.124
2430,9EM4,alpha,1.0,0.61
2431,9EM4,rosetta,1.0,0.904
2432,9EM4,alpha,13.0,0.891
2433,9EM4,rosetta,13.0,0.997
2434,9EM4,alpha,5.0,0.588
2435,9EM4,rosetta,5.0,0.557
2436,9EM4,alpha,16.0,3.247
2437,9EM4,rosetta,16.0,2.978
2438,9EM4,alpha,4.0,0.594
2439,9EM4,rosetta,4.0,0.72
2440,9EM4,alpha,4.0,0.928
2441,9EM4,rosetta,4.0,0.833
2442,9EM4,alpha,5.0,0.669
2443,9EM4,rosetta,5.0,0.628
2444,9EM4,alpha,1.0,0.804
2445,9EM4,rosetta,1.0,1.131
2446,9EM4,alpha,3.0,0.67
2447,9EM4,rosetta,3.0,0.812
2448,9EM4,alpha,4.0,0.862
2449,9EM4,rosetta,4.0,0.918
2450,9EM4,alpha,1.0,0.857
2451,9EM4,rosetta,1.0,1.125
2452,9EM4,alpha,13.0,0.701
2453,9EM4,rosetta,13.0,1.078
2454,9EM4,alpha,1.0,0.469
2455,9EM4,rosetta,1.0,1.172
2456,8TLE,alpha,1.0,1.221
2457,8TLE,rosetta,1.0,5.373
2458,8TLE,alpha,4.0,0.79
2459,8TLE,rosetta,4.0,5.04
2460,8TLE,alpha,2.0,0.442
2461,8TLE,rosetta,2.0,4.07
2462,8TLE,alpha,1.0,0.458
2463,8TLE,rosetta,1.0,2.071
2464,8TLE,alpha,3.0,0.755
2465,8TLE,rosetta,3.0,3.139
2466,8TLE,alpha,2.0,0.768
2467,8TLE,rosetta,2.0,2.239
2468,8TLE,alpha,5.0,0.596
2469,8TLE,rosetta,5.0,2.417
2470,8TLE,alpha,6.0,0.4
2471,8TLE,rosetta,6.0,2.055
2472,8TLE,alpha,2.0,0.415
2473,8TLE,rosetta,2.0,3.594
2474,8TLE,alpha,17.0,0.661
2475,8TLE,rosetta,17.0,3.094
2476,8TLE,alpha,3.0,0.593
2477,8TLE,rosetta,3.0,3.89
2478,8TLE,alpha,6.0,0.595
2479,8TLE,rosetta,6.0,3.177
2480,8TLE,alpha,5.0,0.621
2481,8TLE,rosetta,5.0,2.247
2482,8TLE,alpha,1.0,1.328
2483,8TLE,rosetta,1.0,2.209
2484,8QY0,alpha,4.0,1.002
2485,8QY0,rosetta,4.0,1.899
2486,8QY0,alpha,4.0,0.466
2487,8QY0,rosetta,4.0,0.932
2488,8QY0,alpha,4.0,0.442
2489,8QY0,rosetta,4.0,1.521
2490,8QY0,alpha,3.0,0.451
2491,8QY0,rosetta,3.0,0.959
2492,8QY0,alpha,6.0,0.325
2493,8QY0,rosetta,6.0,0.773
2494,8QY0,alpha,3.0,0.483
2495,8QY0,rosetta,3.0,0.827
2496,8QY0,alpha,7.0,0.431
2497,8QY0,rosetta,7.0,0.622
2498,8QY0,alpha,2.0,0.352
2499,8QY0,rosetta,2.0,0.868
2500,8QY0,alpha,2.0,1.082
2501,8QY0,rosetta,2.0,1.023
2502,8QY0,alpha,2.0,0.369
2503,8QY0,rosetta,2.0,0.846
2504,8QY0,alpha,4.0,0.399
2505,8QY0,rosetta,4.0,1.034
2506,8QY0,alpha,3.0,0.504
2507,8QY0,rosetta,3.0,0.737
2508,8QY0,alpha,1.0,0.432
2509,8QY0,rosetta,1.0,0.893
2510,8QY0,alpha,1.0,0.459
2511,8QY0,rosetta,1.0,1.076
2512,8GAD,alpha,1.0,1.287
2513,8GAD,rosetta,1.0,1.263
2514,8GAD,alpha,3.0,1.186
2515,8GAD,rosetta,3.0,2.468
2516,8GAD,alpha,2.0,0.614
2517,8GAD,rosetta,2.0,2.092
2518,8GAD,alpha,2.0,0.658
2519,8GAD,rosetta,2.0,2.043
2520,8GAD,alpha,2.0,0.874
2521,8GAD,rosetta,2.0,2.362
2522,8GAD,alpha,3.0,1.137
2523,8GAD,rosetta,3.0,1.317
2524,8TTV,alpha,2.0,0.825
2525,8TTV,rosetta,2.0,1.519
2526,8TTV,alpha,5.0,0.358
2527,8TTV,rosetta,5.0,0.824
2528,8TTV,alpha,5.0,0.522
2529,8TTV,rosetta,5.0,0.853
2530,8TTV,alpha,5.0,0.875
2531,8TTV,rosetta,5.0,0.983
2532,8TTV,alpha,2.0,0.66
2533,8TTV,rosetta,2.0,2.248
2534,8TTV,alpha,4.0,0.537
2535,8TTV,rosetta,4.0,0.977
2536,8TTV,alpha,10.0,1.243
2537,8TTV,rosetta,10.0,2.154
2538,8TTV,alpha,4.0,0.818
2539,8TTV,rosetta,4.0,0.874
2540,8TTV,alpha,5.0,0.718
2541,8TTV,rosetta,5.0,1.046
2542,8TTV,alpha,4.0,1.161
2543,8TTV,rosetta,4.0,0.774
2544,8TTV,alpha,1.0,1.184
2545,8TTV,rosetta,1.0,1.487
2546,8TTV,alpha,3.0,0.513
2547,8TTV,rosetta,3.0,0.762
2548,8TTV,alpha,3.0,1.467
2549,8TTV,rosetta,3.0,1.531
2550,8TTV,alpha,4.0,1.053
2551,8TTV,rosetta,4.0,1.19
2552,8TTV,alpha,6.0,0.891
2553,8TTV,rosetta,6.0,1.788
2554,8TTV,alpha,4.0,0.888
2555,8TTV,rosetta,4.0,0.922
2556,8TTV,alpha,5.0,0.823
2557,8TTV,rosetta,5.0,1.757
2558,8TTV,alpha,1.0,0.885
2559,8TTV,rosetta,1.0,1.012
2560,8TTV,alpha,4.0,0.681
2561,8TTV,rosetta,4.0,1.161
2562,8TTV,alpha,5.0,1.003
2563,8TTV,rosetta,5.0,1.476
2564,8TTV,alpha,4.0,0.432
2565,8TTV,rosetta,4.0,1.179
2566,8TTV,alpha,4.0,3.011
2567,8TTV,rosetta,4.0,3.057
2568,8TK6,alpha,1.0,2.974
2569,8TK6,rosetta,1.0,2.663
2570,8TK6,alpha,7.0,1.098
2571,8TK6,rosetta,7.0,0.83
2572,8TK6,alpha,3.0,0.726
2573,8TK6,rosetta,3.0,0.667
2574,8TK6,alpha,2.0,0.408
2575,8TK6,rosetta,2.0,0.635
2576,8TK6,alpha,1.0,0.347
2577,8TK6,rosetta,1.0,0.609
2578,8TK6,alpha,2.0,0.453
2579,8TK6,rosetta,2.0,0.602
2580,8TK6,alpha,3.0,0.265
2581,8TK6,rosetta,3.0,0.515
2582,8TK6,alpha,2.0,0.451
2583,8TK6,rosetta,2.0,0.573
2584,8TK6,alpha,6.0,1.006
2585,8TK6,rosetta,6.0,1.343
2586,8TK6,alpha,3.0,0.867
2587,8TK6,rosetta,3.0,0.845
2588,8TK6,alpha,5.0,0.782
2589,8TK6,rosetta,5.0,0.828
2590,8TK6,alpha,10.0,0.573
2591,8TK6,rosetta,10.0,0.673
2592,8TK6,alpha,5.0,0.679
2593,8TK6,rosetta,5.0,0.888
2594,8TK6,alpha,6.0,0.536
2595,8TK6,rosetta,6.0,0.541
2596,8TK6,alpha,1.0,0.673
2597,8TK6,rosetta,1.0,0.684
2598,8TK6,alpha,1.0,0.712
2599,8TK6,rosetta,1.0,0.888
2600,8TK6,alpha,6.0,0.789
2601,8TK6,rosetta,6.0,0.848
2602,8TK6,alpha,5.0,1.423
2603,8TK6,rosetta,5.0,1.329
2604,8TK6,alpha,1.0,2.168
2605,8TK6,rosetta,1.0,1.975
2606,8S1J,alpha,8.0,0.679
2607,8S1J,rosetta,8.0,2.058
2608,8S1J,alpha,6.0,0.64
2609,8S1J,rosetta,6.0,0.84
2610,8S1J,alpha,5.0,0.542
2611,8S1J,rosetta,5.0,1.039
2612,8S1J,alpha,3.0,0.436
2613,8S1J,rosetta,3.0,0.748
2614,8S1J,alpha,1.0,0.402
2615,8S1J,rosetta,1.0,1.308
2616,8S1J,alpha,1.0,0.334
2617,8S1J,rosetta,1.0,1.035
2618,8S1J,alpha,4.0,0.587
2619,8S1J,rosetta,4.0,1.229
2620,8S1J,alpha,6.0,0.554
2621,8S1J,rosetta,6.0,1.429
2622,8S1J,alpha,7.0,0.532
2623,8S1J,rosetta,7.0,1.049
2624,8S1J,alpha,16.0,0.762
2625,8S1J,rosetta,16.0,0.935
2626,8S1J,alpha,3.0,0.642
2627,8S1J,rosetta,3.0,0.888
2628,8S1J,alpha,1.0,0.632
2629,8S1J,rosetta,1.0,1.252
2630,8S1J,alpha,2.0,0.552
2631,8S1J,rosetta,2.0,1.419
2632,8S1J,alpha,2.0,0.823
2633,8S1J,rosetta,2.0,0.806
2634,8S1J,alpha,7.0,0.599
2635,8S1J,rosetta,7.0,0.873
2636,8S1J,alpha,1.0,0.55
2637,8S1J,rosetta,1.0,0.912
2638,8S1J,alpha,3.0,0.628
2639,8S1J,rosetta,3.0,1.602
2640,8S1J,alpha,5.0,0.971
2641,8S1J,rosetta,5.0,1.488
2642,8S1J,alpha,1.0,0.629
2643,8S1J,rosetta,1.0,2.165
2644,8S1J,alpha,10.0,2.117
2645,8S1J,rosetta,10.0,4.139
2646,9IYF,alpha,17.0,2.58
2647,9IYF,rosetta,17.0,3.68
2648,9IYF,alpha,6.0,0.834
2649,9IYF,rosetta,6.0,0.78
2650,9IYF,alpha,2.0,1.571
2651,9IYF,rosetta,2.0,1.63
2652,9IYF,alpha,5.0,1.47
2653,9IYF,rosetta,5.0,1.308
2654,9IYF,alpha,3.0,1.178
2655,9IYF,rosetta,3.0,0.857
2656,9IYF,alpha,6.0,1.133
2657,9IYF,rosetta,6.0,0.875
2658,9IYF,alpha,3.0,0.956
2659,9IYF,rosetta,3.0,1.106
2660,9IYF,alpha,4.0,1.317
2661,9IYF,rosetta,4.0,1.546
2662,9IYF,alpha,3.0,0.909
2663,9IYF,rosetta,3.0,0.926
2664,9IYF,alpha,3.0,1.339
2665,9IYF,rosetta,3.0,1.785
2666,9IYF,alpha,4.0,0.601
2667,9IYF,rosetta,4.0,1.18
2668,9IYF,alpha,10.0,0.985
2669,9IYF,rosetta,10.0,1.03
2670,9IYF,alpha,2.0,1.391
2671,9IYF,rosetta,2.0,1.095
2672,8U77,alpha,1.0,0.817
2673,8U77,rosetta,1.0,1.064
2674,8U77,alpha,2.0,1.029
2675,8U77,rosetta,2.0,1.476
2676,8U77,alpha,4.0,1.011
2677,8U77,rosetta,4.0,0.67
2678,8U77,alpha,7.0,0.755
2679,8U77,rosetta,7.0,0.87
2680,8U77,alpha,4.0,1.543
2681,8U77,rosetta,4.0,1.264
2682,8U77,alpha,1.0,0.981
2683,8U77,rosetta,1.0,0.985
2684,8U77,alpha,2.0,0.715
2685,8U77,rosetta,2.0,0.718
2686,8U77,alpha,1.0,1.294
2687,8U77,rosetta,1.0,1.323
2688,9ENJ,alpha,3.0,1.675
2689,9ENJ,rosetta,3.0,2.847
2690,9ENJ,alpha,2.0,0.303
2691,9ENJ,rosetta,2.0,0.758
2692,9ENJ,alpha,4.0,0.591
2693,9ENJ,rosetta,4.0,0.873
2694,9ENJ,alpha,6.0,0.718
2695,9ENJ,rosetta,6.0,1.004
2696,9ENJ,alpha,4.0,0.475
2697,9ENJ,rosetta,4.0,1.175
2698,9ENJ,alpha,7.0,0.717
2699,9ENJ,rosetta,7.0,1.286
2700,9ENJ,alpha,5.0,0.473
2701,9ENJ,rosetta,5.0,0.804
2702,9ENJ,alpha,4.0,1.051
2703,9ENJ,rosetta,4.0,1.196
2704,9ENJ,alpha,4.0,0.893
2705,9ENJ,rosetta,4.0,1.202
2706,9ENJ,alpha,3.0,0.458
2707,9ENJ,rosetta,3.0,0.792
2708,9ENJ,alpha,8.0,0.606
2709,9ENJ,rosetta,8.0,1.057
2710,9ENJ,alpha,2.0,0.47
2711,9ENJ,rosetta,2.0,0.808
2712,9ENJ,alpha,8.0,0.833
2713,9ENJ,rosetta,8.0,0.924
2714,9ENJ,alpha,3.0,0.914
2715,9ENJ,rosetta,3.0,0.903
2716,9ENJ,alpha,1.0,0.982
2717,9ENJ,rosetta,1.0,0.934
2718,9ENJ,alpha,3.0,1.18
2719,9ENJ,rosetta,3.0,1.646
2720,9ENJ,alpha,4.0,1.063
2721,9ENJ,rosetta,4.0,1.245
2722,9ENJ,alpha,5.0,0.662
2723,9ENJ,rosetta,5.0,1.574
2724,9ENJ,alpha,5.0,0.852
2725,9ENJ,rosetta,5.0,1.949
2726,9ENJ,alpha,4.0,0.712
2727,9ENJ,rosetta,4.0,1.178
2728,9ENJ,alpha,1.0,0.428
2729,9ENJ,rosetta,1.0,0.94
2730,9ENJ,alpha,6.0,1.687
2731,9ENJ,rosetta,6.0,1.233
2732,9ENJ,alpha,5.0,0.458
2733,9ENJ,rosetta,5.0,0.896
2734,9ENJ,alpha,4.0,1.424
2735,9ENJ,rosetta,4.0,1.582
2736,9ENJ,alpha,4.0,0.714
2737,9ENJ,rosetta,4.0,1.198
2738,9ENJ,alpha,7.0,0.839
2739,9ENJ,rosetta,7.0,1.666
2740,9ENJ,alpha,2.0,0.621
2741,9ENJ,rosetta,2.0,0.67
2742,9ENJ,alpha,1.0,0.256
2743,9ENJ,rosetta,1.0,0.813
2744,9ENJ,alpha,3.0,0.523
2745,9ENJ,rosetta,3.0,0.876
2746,9ENJ,alpha,3.0,1.032
2747,9ENJ,rosetta,3.0,0.921
2748,9ENJ,alpha,7.0,0.735
2749,9ENJ,rosetta,7.0,0.985
